,Year,Month,MaxDryBulbTemp_NewYork,MaxWetBulbTemp_NewYork,MaxDewPointTemp_NewYork,MaxHumidity_NewYork,MaxSeaLevelPressure_NewYork,MaxStationPressure_NewYork,MaxWindspeed_NewYork,DECADE
341,1976,6,305.92777777777775,297.0388888888889,295.3722222222222,93.0,30.47,30.44,24.0,1970
342,1976,7,304.81666666666666,296.4833333333333,295.3722222222222,94.0,30.26,30.23,25.0,1970
343,1976,8,306.4833333333333,297.59444444444443,295.3722222222222,93.0,30.37,30.34,46.0,1970
344,1976,9,303.7055555555555,295.3722222222222,293.7055555555555,91.0,30.36,30.33,23.0,1970
345,1976,10,296.4833333333333,293.7055555555555,292.59444444444443,93.0,30.52,30.49,37.0,1970
346,1976,11,289.81666666666666,285.92777777777775,283.7055555555555,93.0,30.39,30.36,25.0,1970
347,1976,12,286.4833333333333,285.3722222222222,284.26111111111106,93.0,30.69,30.66,35.0,1970
348,1977,1,279.81666666666666,277.0388888888889,275.92777777777775,100.0,30.55,30.51,32.0,1970
349,1977,2,285.92777777777775,283.15,282.0388888888889,93.0,30.44,30.41,31.0,1970
350,1977,3,298.7055555555555,291.4833333333333,288.15,100.0,30.45,30.42,36.0,1970
351,1977,4,302.59444444444443,292.59444444444443,287.59444444444443,93.0,30.48,30.45,26.0,1970
352,1977,5,306.4833333333333,294.26111111111106,291.4833333333333,93.0,30.39,30.36,30.0,1970
353,1977,6,303.15,295.92777777777775,294.26111111111106,93.0,30.2,30.17,25.0,1970
354,1977,7,310.3722222222222,300.3722222222222,297.59444444444443,97.0,30.33,30.3,21.0,1970
355,1977,8,305.92777777777775,299.26111111111106,297.59444444444443,100.0,30.35,30.32,21.0,1970
356,1977,9,305.3722222222222,298.15,295.92777777777775,100.0,30.48,30.45,21.0,1970
357,1977,10,294.26111111111106,292.59444444444443,292.0388888888889,100.0,30.59,30.56,26.0,1970
358,1977,11,291.4833333333333,289.81666666666666,288.7055555555555,100.0,30.64,30.61,30.0,1970
359,1977,12,286.4833333333333,284.81666666666666,284.26111111111106,100.0,30.58,30.55,55.0,1970
360,1978,1,288.15,287.0388888888889,285.92777777777775,100.0,30.53,30.5,39.0,1970
361,1978,2,277.59444444444443,274.26111111111106,272.0388888888889,92.0,30.63,30.6,47.0,1970
362,1978,3,289.26111111111106,283.7055555555555,282.59444444444443,97.0,30.59,30.56,26.0,1970
363,1978,4,299.81666666666666,288.15,282.59444444444443,93.0,30.6,30.57,28.0,1970
364,1978,5,307.0388888888889,297.0388888888889,292.59444444444443,96.0,30.34,30.31,25.0,1970
365,1978,6,304.81666666666666,297.59444444444443,294.81666666666666,91.0,30.41,30.38,21.0,1970
366,1978,7,308.15,298.7055555555555,295.92777777777775,90.0,30.26,30.23,26.0,1970
367,1978,8,304.81666666666666,298.7055555555555,297.0388888888889,100.0,30.36,30.33,36.0,1970
368,1978,9,302.0388888888889,295.92777777777775,293.15,96.0,30.52,30.49,28.0,1970
369,1978,10,297.59444444444443,292.0388888888889,289.81666666666666,90.0,30.72,30.69,23.0,1970
370,1978,11,292.59444444444443,289.81666666666666,288.7055555555555,97.0,30.6,30.57,23.0,1970
371,1978,12,292.59444444444443,290.3722222222222,289.26111111111106,100.0,30.64,30.61,37.0,1970
372,1979,1,287.0388888888889,285.92777777777775,285.92777777777775,100.0,30.73,30.7,35.0,1970
373,1979,2,283.7055555555555,278.7055555555555,277.59444444444443,100.0,30.95,30.92,30.0,1970
374,1979,3,297.0388888888889,289.26111111111106,287.0388888888889,100.0,30.62,30.59,28.0,1970
375,1979,4,297.0388888888889,289.81666666666666,288.7055555555555,100.0,30.35,30.32,32.0,1970
376,1979,5,305.92777777777775,296.4833333333333,292.59444444444443,93.0,30.38,30.35,25.0,1970
377,1979,6,303.7055555555555,295.3722222222222,293.15,93.0,30.5,30.47,20.0,1970
378,1979,7,307.0388888888889,298.15,295.92777777777775,88.0,30.34,30.31,71.0,1970
379,1979,8,308.7055555555555,299.26111111111106,297.59444444444443,97.0,30.3,30.27,25.0,1970
380,1979,9,302.59444444444443,297.59444444444443,297.0388888888889,97.0,30.42,30.39,35.0,1970
381,1979,10,301.4833333333333,294.26111111111106,292.59444444444443,97.0,30.56,30.53,26.0,1970
382,1979,11,293.15,290.92777777777775,290.3722222222222,100.0,30.56,30.53,48.0,1970
383,1979,12,289.26111111111106,285.92777777777775,285.92777777777775,100.0,30.67,30.64,32.0,1970
384,1980,1,286.4833333333333,285.3722222222222,284.81666666666666,96.0,30.69,30.66,29.0,1980
385,1980,2,284.81666666666666,280.3722222222222,275.92777777777775,100.0,30.39,30.36,29.0,1980
386,1980,3,286.4833333333333,285.3722222222222,284.26111111111106,97.0,30.54,30.51,39.0,1980
387,1980,4,293.7055555555555,287.0388888888889,286.4833333333333,100.0,30.47,30.44,30.0,1980
388,1980,5,303.7055555555555,293.7055555555555,291.4833333333333,93.0,30.43,30.4,29.0,1980
389,1980,6,307.59444444444443,297.0388888888889,293.15,90.0,30.32,30.29,32.0,1980
390,1980,7,310.3722222222222,299.81666666666666,297.59444444444443,97.0,30.15,30.12,28.0,1980
391,1980,8,307.59444444444443,301.4833333333333,299.81666666666666,96.0,30.31,30.28,23.0,1980
392,1980,9,305.92777777777775,299.81666666666666,298.15,100.0,30.38,30.35,29.0,1980
393,1980,10,297.59444444444443,293.15,292.0388888888889,100.0,30.62,30.59,40.0,1980
394,1980,11,292.0388888888889,285.92777777777775,285.3722222222222,100.0,30.5,30.47,35.0,1980
395,1980,12,289.26111111111106,287.0388888888889,284.81666666666666,100.0,30.73,30.7,37.0,1980
396,1981,1,282.0388888888889,278.15,273.7055555555555,100.0,30.43,30.4,35.0,1980
397,1981,2,292.0388888888889,287.59444444444443,286.4833333333333,100.0,31.09,31.06,35.0,1980
398,1981,3,296.4833333333333,287.59444444444443,285.92777777777775,93.0,30.46,30.43,39.0,1980
399,1981,4,296.4833333333333,292.59444444444443,291.4833333333333,97.0,30.63,30.59,35.0,1980
400,1981,5,304.26111111111106,294.26111111111106,291.4833333333333,100.0,30.35,30.32,53.0,1980
401,1981,6,305.92777777777775,299.26111111111106,296.4833333333333,97.0,30.32,30.29,30.0,1980
402,1981,7,308.7055555555555,299.81666666666666,297.0388888888889,100.0,30.4,30.37,26.0,1980
403,1981,8,305.92777777777775,297.0388888888889,295.92777777777775,91.0,30.37,30.34,30.0,1980
404,1981,9,303.7055555555555,295.3722222222222,293.15,100.0,30.28,30.25,30.0,1980
405,1981,10,294.26111111111106,291.4833333333333,290.3722222222222,97.0,30.68,30.64,29.0,1980
406,1981,11,294.26111111111106,288.15,286.4833333333333,93.0,30.59,30.56,29.0,1980
407,1981,12,287.59444444444443,285.3722222222222,284.81666666666666,93.0,30.62,30.53,32.0,1980
408,1982,1,285.92777777777775,284.26111111111106,283.15,93.0,30.75,30.72,33.0,1980
409,1982,2,287.0388888888889,285.3722222222222,284.81666666666666,100.0,30.75,30.72,31.0,1980
410,1982,3,288.15,284.81666666666666,284.26111111111106,100.0,30.6,30.57,28.0,1980
411,1982,4,298.7055555555555,289.81666666666666,288.7055555555555,97.0,30.38,30.35,39.0,1980
412,1982,5,302.0388888888889,294.26111111111106,292.59444444444443,100.0,30.32,30.29,30.0,1980
413,1982,6,302.59444444444443,295.92777777777775,293.7055555555555,100.0,30.22,30.2,25.0,1980
414,1982,7,309.81666666666666,298.7055555555555,295.92777777777775,94.0,30.3,30.27,23.0,1980
415,1982,8,304.81666666666666,298.7055555555555,297.0388888888889,97.0,30.38,30.34,30.0,1980
416,1982,9,303.15,297.0388888888889,295.3722222222222,100.0,30.36,30.33,25.0,1980
417,1982,10,299.81666666666666,293.7055555555555,292.0388888888889,100.0,30.54,30.51,29.0,1980
418,1982,11,297.59444444444443,292.0388888888889,291.4833333333333,100.0,30.64,30.61,32.0,1980
419,1982,12,293.7055555555555,290.3722222222222,289.81666666666666,100.0,30.71,30.68,32.0,1980
420,1983,1,287.0388888888889,285.92777777777775,285.92777777777775,100.0,30.7,30.67,31.0,1980
421,1983,2,287.59444444444443,285.3722222222222,284.81666666666666,96.0,30.53,30.5,32.0,1980
422,1983,3,292.59444444444443,285.92777777777775,284.26111111111106,97.0,30.45,30.42,33.0,1980
423,1983,4,302.0388888888889,294.26111111111106,289.81666666666666,100.0,30.44,30.41,35.0,1980
424,1983,5,299.26111111111106,294.26111111111106,292.0388888888889,100.0,30.51,30.48,29.0,1980
425,1983,6,308.15,297.0388888888889,294.81666666666666,100.0,30.38,30.27,25.0,1980
426,1983,7,309.26111111111106,299.26111111111106,297.0388888888889,97.0,30.27,30.24,31.0,1980
427,1983,8,309.26111111111106,299.81666666666666,297.59444444444443,97.0,30.38,30.35,24.0,1980
428,1983,9,308.7055555555555,298.7055555555555,295.3722222222222,100.0,30.54,30.51,26.0,1980
429,1983,10,301.4833333333333,294.26111111111106,292.59444444444443,100.0,30.66,30.63,28.0,1980
430,1983,11,291.4833333333333,287.59444444444443,287.0388888888889,100.0,30.63,30.6,32.0,1980
431,1983,12,289.81666666666666,288.15,286.4833333333333,97.0,30.89,30.86,36.0,1980
432,1984,1,282.59444444444443,279.26111111111106,278.15,96.0,30.8,30.76,28.0,1980
433,1984,2,289.81666666666666,286.4833333333333,286.4833333333333,100.0,30.54,30.5,35.0,1980
434,1984,3,286.4833333333333,283.15,282.0388888888889,100.0,30.69,30.66,43.0,1980
435,1984,4,295.92777777777775,289.81666666666666,288.7055555555555,100.0,30.38,30.35,35.0,1980
436,1984,5,304.26111111111106,297.59444444444443,295.3722222222222,97.0,30.28,30.24,30.0,1980
437,1984,6,308.7055555555555,299.26111111111106,296.4833333333333,100.0,30.39,30.35,26.0,1980
438,1984,7,305.92777777777775,298.7055555555555,297.0388888888889,97.0,30.29,30.26,26.0,1980
439,1984,8,305.92777777777775,299.81666666666666,298.15,94.0,30.25,30.22,21.0,1980
440,1984,9,303.15,297.0388888888889,295.92777777777775,97.0,30.54,30.5,25.0,1980
441,1984,10,299.81666666666666,296.4833333333333,294.81666666666666,100.0,30.63,30.6,28.0,1980
442,1984,11,294.26111111111106,290.92777777777775,289.26111111111106,100.0,30.68,30.65,31.0,1980
443,1984,12,293.15,288.15,284.81666666666666,100.0,30.72,30.68,30.0,1980
444,1985,1,287.0388888888889,285.3722222222222,284.26111111111106,100.0,30.5,30.47,35.0,1980
445,1985,2,295.92777777777775,288.7055555555555,285.92777777777775,100.0,30.59,30.55,38.0,1980
446,1985,3,299.81666666666666,290.92777777777775,288.15,97.0,30.8,30.76,40.0,1980
447,1985,4,301.4833333333333,292.59444444444443,289.26111111111106,100.0,30.54,30.5,30.0,1980
448,1985,5,304.26111111111106,294.81666666666666,292.59444444444443,100.0,30.4,30.37,28.0,1980
449,1985,6,302.59444444444443,297.0388888888889,294.81666666666666,100.0,30.25,30.22,29.0,1980
450,1985,7,306.4833333333333,299.26111111111106,298.7055555555555,100.0,30.31,30.27,23.0,1980
451,1985,8,308.15,300.3722222222222,298.15,100.0,30.28,30.24,28.0,1980
452,1985,9,306.4833333333333,299.26111111111106,297.0388888888889,100.0,30.5,30.47,46.0,1980
453,1985,10,298.7055555555555,294.81666666666666,293.7055555555555,100.0,30.62,30.58,26.0,1980
454,1985,11,297.0388888888889,292.0388888888889,289.81666666666666,100.0,30.63,30.6,29.0,1980
455,1985,12,285.92777777777775,284.26111111111106,283.15,100.0,30.48,30.45,32.0,1980
456,1986,1,289.26111111111106,284.81666666666666,284.81666666666666,100.0,30.7,30.66,30.0,1980
457,1986,2,282.0388888888889,279.26111111111106,277.59444444444443,100.0,30.66,30.63,29.0,1980
458,1986,3,297.0388888888889,288.15,285.92777777777775,100.0,30.72,30.68,35.0,1980
459,1986,4,298.15,290.3722222222222,288.15,97.0,30.47,30.43,31.0,1980
460,1986,5,308.15,296.4833333333333,295.3722222222222,100.0,30.33,30.29,30.0,1980
461,1986,6,305.92777777777775,297.59444444444443,295.3722222222222,100.0,30.35,30.32,28.0,1980
462,1986,7,309.26111111111106,299.26111111111106,297.0388888888889,100.0,30.25,30.22,25.0,1980
463,1986,8,304.81666666666666,298.7055555555555,298.15,100.0,30.43,30.4,29.0,1980
464,1986,9,303.7055555555555,297.59444444444443,295.92777777777775,100.0,30.44,30.4,31.0,1980
465,1986,10,300.3722222222222,296.4833333333333,294.81666666666666,100.0,30.76,30.73,30.0,1980
466,1986,11,294.81666666666666,293.15,292.0388888888889,100.0,30.73,30.7,32.0,1980
467,1986,12,288.15,287.59444444444443,287.59444444444443,100.0,30.68,30.65,38.0,1980
468,1987,1,285.92777777777775,283.15,280.92777777777775,97.0,30.42,30.39,35.0,1980
469,1987,2,283.15,279.26111111111106,275.3722222222222,97.0,30.57,30.53,43.0,1980
470,1987,3,296.4833333333333,287.0388888888889,287.0388888888889,100.0,30.54,30.5,38.0,1980
471,1987,4,296.4833333333333,292.0388888888889,289.26111111111106,100.0,30.31,30.27,41.0,1980
472,1987,5,308.15,299.26111111111106,295.3722222222222,100.0,30.43,30.4,26.0,1980
473,1987,6,307.59444444444443,299.81666666666666,297.0388888888889,100.0,30.23,30.19,31.0,1980
474,1987,7,307.0388888888889,300.92777777777775,298.7055555555555,100.0,30.31,30.27,26.0,1980
475,1987,8,306.4833333333333,300.92777777777775,299.81666666666666,100.0,30.27,30.24,25.0,1980
476,1987,9,301.4833333333333,297.0388888888889,297.0388888888889,100.0,30.42,30.39,31.0,1980
477,1987,10,294.81666666666666,290.3722222222222,289.81666666666666,100.0,30.55,30.52,35.0,1980
478,1987,11,297.59444444444443,290.3722222222222,289.26111111111106,100.0,30.67,30.63,35.0,1980
479,1987,12,287.59444444444443,284.26111111111106,283.15,100.0,30.51,30.47,31.0,1980
480,1988,1,284.81666666666666,281.4833333333333,279.26111111111106,100.0,30.75,30.71,32.0,1980
481,1988,2,289.26111111111106,287.0388888888889,285.92777777777775,100.0,30.63,30.6,37.0,1980
482,1988,3,295.92777777777775,288.7055555555555,284.26111111111106,100.0,30.58,30.55,26.0,1980
483,1988,4,293.7055555555555,290.3722222222222,288.7055555555555,100.0,30.35,30.32,28.0,1980
484,1988,5,304.26111111111106,295.92777777777775,294.26111111111106,100.0,30.29,30.26,22.0,1980
485,1988,6,309.81666666666666,298.15,294.81666666666666,100.0,30.25,30.22,25.0,1980
486,1988,7,310.3722222222222,299.26111111111106,297.59444444444443,100.0,30.33,30.29,26.0,1980
487,1988,8,309.26111111111106,300.3722222222222,298.15,100.0,30.27,30.24,32.0,1980
488,1988,9,302.59444444444443,295.92777777777775,295.3722222222222,100.0,30.51,30.47,28.0,1980
489,1988,10,299.26111111111106,293.7055555555555,292.0388888888889,100.0,30.44,30.4,31.0,1980
490,1988,11,290.3722222222222,289.26111111111106,289.26111111111106,100.0,30.51,30.47,36.0,1980
491,1988,12,287.59444444444443,285.3722222222222,284.26111111111106,100.0,30.6,30.56,38.0,1980
492,1989,1,287.59444444444443,282.0388888888889,282.0388888888889,100.0,30.71,30.68,38.0,1980
493,1989,2,291.4833333333333,286.4833333333333,285.92777777777775,97.0,30.89,30.86,30.0,1980
494,1989,3,299.81666666666666,290.92777777777775,287.0388888888889,97.0,30.72,30.68,38.0,1980
495,1989,4,295.3722222222222,289.81666666666666,285.92777777777775,100.0,30.41,30.37,29.0,1980
496,1989,5,302.59444444444443,295.92777777777775,293.7055555555555,100.0,30.33,30.29,37.0,1980
497,1989,6,307.59444444444443,298.7055555555555,295.92777777777775,100.0,30.26,30.22,25.0,1980
498,1989,7,307.59444444444443,299.26111111111106,298.15,100.0,30.3,30.27,26.0,1980
499,1989,8,307.0388888888889,298.7055555555555,297.0388888888889,100.0,30.32,30.29,29.0,1980
500,1989,9,307.59444444444443,298.15,297.59444444444443,100.0,30.5,30.47,36.0,1980
501,1989,10,298.7055555555555,293.7055555555555,293.15,100.0,30.51,30.47,36.0,1980
502,1989,11,293.7055555555555,290.92777777777775,290.3722222222222,100.0,30.45,30.42,41.0,1980
503,1989,12,282.59444444444443,280.92777777777775,280.3722222222222,100.0,30.6,30.56,40.0,1980
504,1990,1,290.92777777777775,287.0388888888889,283.7055555555555,100.0,30.46,30.42,30.0,1990
505,1990,2,291.4833333333333,288.7055555555555,287.59444444444443,100.0,30.91,30.87,35.0,1990
506,1990,3,300.92777777777775,291.4833333333333,288.7055555555555,100.0,30.9,30.86,29.0,1990
507,1990,4,304.26111111111106,294.26111111111106,289.81666666666666,100.0,30.67,30.63,31.0,1990
508,1990,5,300.92777777777775,291.4833333333333,289.26111111111106,100.0,30.41,30.37,30.0,1990
509,1990,6,304.81666666666666,296.4833333333333,294.81666666666666,100.0,30.24,30.21,24.0,1990
510,1990,7,308.15,299.26111111111106,297.59444444444443,100.0,30.3,30.27,26.0,1990
511,1990,8,305.3722222222222,298.15,297.59444444444443,100.0,30.26,30.22,26.0,1990
512,1990,9,304.26111111111106,296.4833333333333,294.81666666666666,100.0,30.45,30.42,25.0,1990
513,1990,10,303.15,295.92777777777775,295.3722222222222,100.0,30.39,30.35,33.0,1990
514,1990,11,298.7055555555555,292.0388888888889,290.92777777777775,97.0,30.45,30.42,32.0,1990
515,1990,12,291.4833333333333,290.3722222222222,289.81666666666666,100.0,30.9,30.86,41.0,1990
516,1991,1,285.3722222222222,284.81666666666666,284.81666666666666,100.0,30.77,30.73,33.0,1990
517,1991,2,294.26111111111106,287.59444444444443,286.4833333333333,100.0,30.73,30.7,35.0,1990
518,1991,3,297.0388888888889,289.81666666666666,287.59444444444443,97.0,30.43,30.4,33.0,1990
519,1991,4,304.81666666666666,293.15,288.7055555555555,100.0,30.62,30.58,36.0,1990
520,1991,5,307.0388888888889,297.0388888888889,296.4833333333333,100.0,30.55,30.52,29.0,1990
521,1991,6,308.7055555555555,298.15,295.92777777777775,96.0,30.3,30.27,25.0,1990
522,1991,7,311.4833333333333,299.81666666666666,297.59444444444443,100.0,30.29,30.26,28.0,1990
523,1991,8,307.0388888888889,298.7055555555555,297.0388888888889,100.0,30.5,30.47,31.0,1990
524,1991,9,308.15,298.7055555555555,296.4833333333333,97.0,30.55,30.52,29.0,1990
525,1991,10,299.81666666666666,294.81666666666666,293.7055555555555,100.0,30.6,30.56,33.0,1990
526,1991,11,295.92777777777775,290.3722222222222,289.26111111111106,100.0,30.56,30.53,30.0,1990
527,1991,12,292.0388888888889,289.81666666666666,289.26111111111106,100.0,30.75,30.71,41.0,1990
528,1992,1,288.7055555555555,287.0388888888889,287.0388888888889,100.0,30.63,30.6,39.0,1990
529,1992,2,289.26111111111106,283.7055555555555,283.7055555555555,100.0,30.72,30.68,36.0,1990
530,1992,3,290.3722222222222,285.92777777777775,285.92777777777775,100.0,30.48,30.45,33.0,1990
531,1992,4,299.81666666666666,290.92777777777775,289.26111111111106,100.0,30.61,30.58,30.0,1990
532,1992,5,307.0388888888889,292.59444444444443,290.3722222222222,100.0,30.52,30.48,25.0,1990
533,1992,6,303.7055555555555,297.0388888888889,295.92777777777775,100.0,30.3,30.27,29.0,1990
534,1992,7,308.15,298.15,295.92777777777775,100.0,30.28,30.24,29.0,1990
535,1992,8,306.4833333333333,298.7055555555555,297.0388888888889,100.0,30.38,30.35,29.0,1990
536,1992,9,303.7055555555555,297.59444444444443,296.4833333333333,100.0,30.51,30.47,31.0,1990
537,1992,10,299.26111111111106,293.15,292.59444444444443,100.0,30.58,30.55,26.0,1990
538,1992,11,293.7055555555555,290.92777777777775,289.81666666666666,100.0,30.73,30.7,39.0,1990
539,1992,12,289.26111111111106,287.0388888888889,285.3722222222222,100.0,30.88,30.84,52.0,1990
540,1993,1,290.3722222222222,288.7055555555555,288.7055555555555,100.0,30.72,30.68,37.0,1990
541,1993,2,285.3722222222222,282.59444444444443,282.59444444444443,100.0,30.5,30.47,35.0,1990
542,1993,3,290.3722222222222,284.26111111111106,282.59444444444443,100.0,30.82,30.79,52.0,1990
543,1993,4,297.0388888888889,289.81666666666666,288.15,100.0,30.46,30.42,38.0,1990
544,1993,5,305.3722222222222,295.3722222222222,292.0388888888889,100.0,30.5,30.47,26.0,1990
545,1993,6,305.92777777777775,298.15,295.92777777777775,100.0,30.31,30.27,28.0,1990
546,1993,7,310.3722222222222,300.3722222222222,297.59444444444443,100.0,30.2,30.16,23.0,1990
547,1993,8,308.15,299.81666666666666,296.4833333333333,100.0,30.34,30.3,24.0,1990
548,1993,9,308.15,299.26111111111106,297.59444444444443,100.0,30.33,30.29,26.0,1990
549,1993,10,299.26111111111106,292.0388888888889,291.4833333333333,100.0,30.55,30.52,30.0,1990
550,1993,11,299.26111111111106,293.15,290.92777777777775,100.0,30.78,30.74,32.0,1990
551,1993,12,287.59444444444443,286.4833333333333,286.4833333333333,100.0,30.86,30.83,35.0,1990
552,1994,1,285.92777777777775,285.3722222222222,284.81666666666666,100.0,30.82,30.78,33.0,1990
553,1994,2,289.26111111111106,284.81666666666666,283.15,100.0,30.65,30.6,35.0,1990
554,1994,3,294.26111111111106,284.26111111111106,284.26111111111106,100.0,30.62,30.58,46.0,1990
555,1994,4,300.3722222222222,293.7055555555555,292.59444444444443,100.0,30.49,30.45,30.0,1990
556,1994,5,304.81666666666666,294.26111111111106,293.15,100.0,30.4,30.37,30.0,1990
557,1994,6,308.7055555555555,299.26111111111106,296.4833333333333,100.0,30.27,30.24,30.0,1990
558,1994,7,309.81666666666666,300.3722222222222,298.15,100.0,30.28,30.24,26.0,1990
559,1994,8,307.0388888888889,298.7055555555555,297.0388888888889,100.0,30.36,30.32,30.0,1990
560,1994,9,304.81666666666666,296.4833333333333,294.26111111111106,97.0,30.37,30.34,40.0,1990
561,1994,10,297.59444444444443,292.59444444444443,290.3722222222222,97.0,30.57,30.53,28.0,1990
562,1994,11,295.92777777777775,290.92777777777775,290.92777777777775,100.0,30.64,30.6,35.0,1990
563,1994,12,290.92777777777775,290.3722222222222,289.81666666666666,100.0,30.62,30.58,41.0,1990
564,1995,1,290.92777777777775,289.26111111111106,288.15,100.0,30.54,30.5,29.0,1990
565,1995,2,285.3722222222222,278.7055555555555,278.15,100.0,30.59,30.55,37.0,1990
566,1995,3,295.3722222222222,287.0388888888889,286.4833333333333,100.0,30.65,30.61,35.0,1990
567,1995,4,296.4833333333333,290.3722222222222,287.0388888888889,100.0,30.52,30.48,37.0,1990
568,1995,5,304.81666666666666,294.81666666666666,292.59444444444443,100.0,30.42,30.39,32.0,1990
569,1995,6,307.59444444444443,298.7055555555555,295.3722222222222,100.0,30.4,30.37,25.0,1990
570,1995,7,312.59444444444443,301.4833333333333,299.26111111111106,97.0,30.29,30.26,25.0,1990
571,1995,8,308.15,298.7055555555555,297.0388888888889,97.0,30.3,30.27,23.0,1990
572,1995,9,304.81666666666666,295.92777777777775,295.3722222222222,100.0,30.45,30.42,24.0,1990
573,1995,10,303.15,295.92777777777775,295.92777777777775,100.0,30.44,30.4,25.0,1990
574,1995,11,295.3722222222222,292.59444444444443,291.4833333333333,100.0,30.47,30.43,41.0,1990
575,1995,12,286.4833333333333,283.15,281.4833333333333,100.0,30.6,30.56,33.0,1990
576,1996,1,287.59444444444443,286.4833333333333,285.92777777777775,100.0,30.71,30.66,40.0,1990
577,1996,2,290.3722222222222,286.4833333333333,283.7055555555555,100.0,30.58,30.55,35.0,1990
578,1996,3,290.92777777777775,286.4833333333333,284.26111111111106,100.0,30.94,30.91,35.0,1990
579,1996,4,299.81666666666666,292.0388888888889,289.26111111111106,100.0,30.28,30.24,30.0,1990
580,1996,5,309.26111111111106,297.59444444444443,293.7055555555555,100.0,30.52,30.48,36.0,1990
581,1996,6,304.26111111111106,296.4833333333333,295.3722222222222,100.0,30.39,30.37,23.0,1990
582,1996,7,305.3722222222222,298.7055555555555,297.0388888888889,100.0,30.29,30.26,26.0,1990
583,1996,8,305.92777777777775,298.15,297.0388888888889,100.0,30.35,30.32,24.0,1990
584,1996,9,304.81666666666666,299.26111111111106,299.26111111111106,100.0,30.42,30.4,32.0,1990
585,1996,10,297.59444444444443,292.0388888888889,291.4833333333333,100.0,30.67,30.62,31.0,1990
586,1996,11,293.15,291.4833333333333,290.3722222222222,100.0,30.82,30.79,33.0,1990
587,1996,12,287.59444444444443,286.4833333333333,285.92777777777775,100.0,30.57,30.53,41.0,1990
588,1997,1,288.7055555555555,285.92777777777775,285.92777777777775,100.0,30.69,30.66,31.0,1990
589,1997,2,295.3722222222222,289.81666666666666,288.15,100.0,30.62,30.58,39.0,1990
590,1997,3,293.7055555555555,288.7055555555555,288.15,100.0,30.65,30.61,39.0,1990
591,1997,4,298.7055555555555,295.92777777777775,294.81666666666666,100.0,30.35,30.32,37.0,1990
592,1997,5,302.0388888888889,293.7055555555555,292.0388888888889,100.0,30.41,30.39,33.0,1990
593,1997,6,308.7055555555555,298.7055555555555,298.15,100.0,30.23,30.19,29.0,1990
594,1997,7,309.81666666666666,299.81666666666666,299.26111111111106,100.0,30.22,30.19,45.0,1990
595,1997,8,308.7055555555555,299.81666666666666,298.7055555555555,100.0,30.21,30.17,44.0,1990
596,1997,9,302.59444444444443,298.15,296.4833333333333,100.0,30.33,30.29,26.0,1990
597,1997,10,303.15,294.81666666666666,293.15,100.0,30.38,30.35,28.0,1990
598,1997,11,290.92777777777775,290.3722222222222,290.3722222222222,100.0,30.45,30.42,40.0,1990
599,1997,12,285.3722222222222,282.59444444444443,282.0388888888889,100.0,30.43,30.4,37.0,1990
600,1998,1,289.81666666666666,289.26111111111106,289.26111111111106,100.0,30.53,30.49,33.0,1990
601,1998,2,287.59444444444443,284.81666666666666,284.81666666666666,100.0,30.57,30.53,37.0,1990
602,1998,3,300.92777777777775,293.15,289.26111111111106,100.0,30.61,30.58,38.0,1990
603,1998,4,295.3722222222222,290.92777777777775,290.3722222222222,100.0,30.31,30.27,37.0,1990
604,1998,5,303.15,295.92777777777775,293.7055555555555,100.0,30.2,30.16,32.0,1990
605,1998,6,307.0388888888889,298.7055555555555,296.4833333333333,100.0,30.19,30.15,29.0,1990
606,1998,7,307.59444444444443,298.7055555555555,296.4833333333333,100.0,30.17,30.14,30.0,1990
607,1998,8,306.4833333333333,299.26111111111106,298.15,100.0,30.37,30.33,23.0,1990
608,1998,9,305.92777777777775,297.0388888888889,295.92777777777775,100.0,30.25,30.22,51.0,1990
609,1998,10,297.0388888888889,293.7055555555555,293.15,100.0,30.51,30.47,30.0,1990
610,1998,11,290.3722222222222,289.26111111111106,289.26111111111106,100.0,30.43,30.4,29.0,1990
611,1998,12,296.4833333333333,290.3722222222222,288.15,100.0,30.64,30.6,35.0,1990
612,1999,1,287.0388888888889,286.4833333333333,286.4833333333333,100.0,30.87,30.84,39.0,1990
613,1999,2,287.0388888888889,284.26111111111106,285.3722222222222,100.0,30.64,30.62,32.0,1990
614,1999,3,295.92777777777775,284.81666666666666,284.26111111111106,100.0,30.52,30.46,33.0,1990
615,1999,4,299.81666666666666,287.0388888888889,287.59444444444443,100.0,30.32,30.28,28.0,1990
616,1999,5,303.7055555555555,293.15,290.3722222222222,100.0,30.38,30.34,23.0,1990
617,1999,6,308.7055555555555,299.26111111111106,297.59444444444443,100.0,30.41,30.37,22.0,1990
618,1999,7,311.4833333333333,299.26111111111106,298.7055555555555,100.0,30.29,30.26,22.0,1990
619,1999,8,308.7055555555555,298.7055555555555,298.15,100.0,30.25,30.21,24.0,1990
620,1999,9,300.92777777777775,297.59444444444443,297.59444444444443,100.0,30.36,30.32,35.0,1990
621,1999,10,295.92777777777775,292.59444444444443,292.0388888888889,100.0,30.49,30.46,36.0,1990
622,1999,11,296.4833333333333,291.4833333333333,290.92777777777775,100.0,30.47,30.42,32.0,1990
623,1999,12,290.3722222222222,286.4833333333333,287.0388888888889,100.0,30.47,30.42,31.0,1990
624,2000,1,290.3722222222222,287.59444444444443,286.4833333333333,100.0,30.7,30.63,38.0,2000
